,OUARGLA,Figuier,Foues,Boumerdes,BIR SLAM,BEJAIA,MEDEA 1,MEDEA 2,BOUIRA 1,BOUIRA 2,BLIDA 1,BLIDA 2,BLIDA 3,BLIDA 4,"B,Ezzouar",Beaulieu,Baraki,Benzerga,Ain Taya,Nador,Tipaza,Cherchell,Hadjout,Sidi Ammar Tipaza,Taref,Naama,Total
0.67,845,93.1,,455,200,4470,6498,0,1338,1295,403,3930,734,1049,10321,1647,1066,1595,2008,48,340,223,487.4,53,83,170,39351.79
0.71,1010,137.5,,580,904,4774,7097,0,1740,1610,403,4204,1220,1059,9309,2195,1323,2088,1717,73,342,309,567.9,73,191,170,43095.43
0.75,1513,173.3,,737,1320,5243,7355,364,1942,1829,502,4420,1672,1069,8259,2697,1631,2833,1150,85,492,444,788.7,89,285,175,47069.45
0.79,2587,185.1,,807,1883,5438,7433,1548,1542,1103,745,4783,2768,1069,7805,4041,2045,3925,983,134,593,716,1109.2,65,391,180,53878.71
0.83,3255,82.9,,670,770,5429,7120,1701,991,580,1231,4482,2838,1039,7988,3563,1392,3147,1027,73,546,885,836.8,25,238,211,50118.95
0.88,3763,43.7,,464,207,4202,6146,323,717,476,1522,3888,806,1039,8315,1262,623,1616,1224,47,300,1067,426.8,10,74,342,38902.21
0.92,4731,34,,333,208,3480,5490,0,614,318,1616,3449,51,1029,8764,51,260,966,1543,31,202,1213,250.7,10,10,510,35163.65
0.96,5689,9.7,,225,207,3144,4992,0,494,212,1795,3049,0,1039,10156,0,104,562,2020,21,204,1157,214.8,5,0,477,35776.16
0,5361,4.8,,209,313,3207,4703,0,422,106,1971,2510,0,1039,9897,0,0,410,1938,15,154,735,184.1,5,0,576,33760.72
0.04,3583,0,,171,263,3122,4558,0,373,107,2241,1992,0,1039,8491,0,0,155,1164,15,103,548,174.2,10,0,731,28841.21
0.08,1960,0,,166,263,2892,4589,0,391,53,1566,1832,0,1019,7500,0,0,52,794,41,103,489,190.1,5,0,708,24613.69
0.13,1766,19.5,,150,364,3006,4561,0,392,53,1182,1729,0,1029,6645,0,0,103,690,42,155,467,184.7,15,5,463,23020.96
0.17,2408,29.2,,154,417,3181,4700,0,426,160,1141,1686,0,1049,6090,0,0,155,585,52,103,513,211.1,15,5,336,23416.28
0.21,2207,39.1,,221,315,3142,5041,0,520,427,1244,1832,0,1049,5480,0,0,309,478,47,154,669,231.3,36,30,313,23784.98
0.25,2777,83.4,,226,571,3569,5731,0,754,1010,1351,2228,0,1039,5174,51,207,868,531,53,153,883,318.4,41,55,334,28008.66
0.29,4024,82.9,,359,880,4183,6973,0,1120,1380,1452,3133,51,1039,5214,858,619,1468,480,74,254,701,494.4,67,90,394,35389.28
0.33,2414,95.9,,553,1389,4992,7120,93,1099,1477,1495,3875,1313,1039,5559,2104,822,2014,479,107,453,413,715.9,72,271,426,40390.09
0.38,1377,108.6,,757,1985,5637,7193,137,1229,1885,1396,4156,1739,1039,6006,2891,1068,2246,530,136,445,274,882.4,110,243,638,44108.24
0.42,985,153.5,,895,2697,5839,7331,721,1481,2080,920,4527,2458,1049,6895,3731,1560,2625,687,164,584,188,1066.6,132,278,677,49723.54
0.46,804,157.8,,1085,2773,5980,7229,1295,1548,1967,634,4948,3227,1039,7888,4524,1803,3203,948,212,724,168,1263.1,129,352,369,54271.32
0.5,727,97.6,,1184,2159,6209,6688,1115,1182,1338,541,4977,3714,1019,8583,4829,1799,3592,1262,195,625,159,1079,109,378,223,53782.80
0.54,732,55.4,,866,549,5594,5591,132,722,1019,398,4477,2748,1009,8604,3702,1196,2617,1263,138,479,144,705.7,71,265,172,43248.69
0.58,785,41.4,,567,147,4538,5091,0,449,1165,401,4197,1564,1009,9031,2652,796,1828,461,82,384,163,517.4,57,107,152,36184.52
0.63,826,60.7,,462,48,4453,4934,0,374,1422,402,4072,1020,989,9610,1898,596,1333,0,47,384,172,455.1,38,74,152,33821.80
0.67,850,94.5,,453,48,4327,5079,0,612,1584,304,4136,723,969,9753,1895,597,1529,958,47,337,234,494.4,47,84,152,35307.13
0.71,1046,132.8,,597,592,4622,5599,0,1324,1495,358,4308,1014,979,8696,2147,905,2083,1734,53,387,258,542.6,71,156,153,39252.58
0.75,1636,187.4,,661,1011,4631,6903,0,1748,1664,356,4519,1662,1009,8069,2647,1266,2781,1893,69,439,317,814,82,275,148,44788.91
0.79,2761,159.8,,809,1786,5032,7292,133,1239,1152,503,4867,2710,999,7627,3795,1676,3726,1509,103,538,608,1084.3,79,382,158,50726.71
0.83,3078,72.5,,699,877,5213,6239,405,655,734,746,4674,2878,979,7769,3165,1023,2898,1062,73,587,1014,841.4,25,252,203,46161.38
0.88,3425,38.7,,520,313,4741,4900,0,429,630,1184,4170,1202,979,8163,1060,359,1612,911,41,345,1347,480.6,5,79,263,37198.51
0.92,4365,19.6,,394,157,3803,4258,0,293,474,1614,3751,151,939,8658,0,103,810,909,26,249,1539,264.3,10,15,407,33207.94
0.96,5901,4.8,,269,209,3520,3807,0,213,422,1891,3230,0,929,9756,0,0,407,1174,15,200,1461,191.3,0,0,493,34093.00
0,4212,0,,254,156,3408,3584,0,168,370,2405,2657,0,929,9347,0,0,102,1440,15,151,987,170.4,10,0,649,31015.13
0.04,2533,0,,214,209,3059,3363,0,168,317,2672,2302,0,949,8079,0,0,0,1868,26,101,645,143.8,0,0,803,27451.57
0.08,1771,14.3,,183,156,2768,3324,0,163,370,2193,2088,0,939,7090,0,0,0,1729,31,151,535,153.9,5,0,723,24386.36
0.13,2028,14.3,,183,259,2860,3416,0,163,369,1425,1940,0,959,6287,0,0,0,1105,41,101,459,153.5,10,0,519,22292.65
0.17,2615,23.8,,177,258,2852,3473,0,183,368,1092,1921,0,959,5474,0,0,0,846,42,151,509,184.1,10,30,384,21551.03
0.21,2404,42.8,,259,412,3046,3752,0,218,578,1098,1734,0,969,4962,0,0,51,636,42,151,540,209.1,20,40,343,21507.26
0.25,3183,71.7,,234,464,3211,4070,0,262,791,1204,1948,0,959,4710,0,0,358,478,52,150,738,250.2,31,50,405,23620.24
0.29,4561,67.1,,357,564,3404,5117,0,456,1157,1211,2581,0,959,4455,0,309,814,479,69,200,675,393.9,66,65,390,28349.36
0.33,2755,80.8,,562,1022,4111,6276,0,819,1411,1303,3679,202,969,4551,453,769,1662,426,91,299,399,631.6,86,206,500,33263.37
0.38,1707,103.2,,759,1520,5015,7053,0,1222,1554,1211,4318,1487,1019,4945,2241,1269,2587,425,111,491,256,1026.9,109,303,750,41480.76
0.42,1194,144.1,,870,2256,5504,7291,849,1542,1905,878,5039,2983,1079,5740,3875,1961,3452,371,118,676,192,1405.4,163,375,545,50407.83
0.46,887,158.1,,962,2498,5863,7340,2157,1720,1952,492,5717,4523,1109,6338,5362,2500,4656,527,151,866,193,1595.4,156,491,275,58487.65
0.5,766,97,,1052,2188,5806,6763,2410,1258,1431,399,5834,5253,1039,7323,6170,2596,5284,525,154,863,135,1389,132,552,174,59591.37
0.54,776,59.7,,833,691,5872,5179,542,601,1013,303,4934,3782,1029,8137,4751,1698,4076,679,107,765,168,835.1,109,385,148,47472.15
0.58,824,45.9,,598,49,4448,4373,0,353,959,305,4102,1027,1029,9158,2450,692,2265,930,57,528,144,509,75,157,128,35206.42
0.63,836,60.3,,468,48,4126,4167,0,320,1062,256,3669,48,1019,10380,1144,439,1378,1278,37,337,167,403.5,51,45,132,31871.66
0.67,860,108.4,,528,48,3933,4360,0,413,1377,308,3615,0,1009,11213,894,490,1280,139,52,338,220,418.3,47,77,138,31864.36
0.71,1103,148.3,,583,439,3989,4643,0,846,1498,258,3746,0,1009,10024,1095,647,1684,0,68,341,239,506.3,52,130,139,33186.69
0.75,2137,208,,681,1204,4254,5856,0,1452,1464,309,3945,0,1029,8066,1149,705,1938,0,89,394,325,627.6,58,190,144,36224.22
0.79,3527,155.2,,909,1882,4822,6533,0,933,945,457,4289,631,1019,7330,2251,1267,2986,50,118,495,529,917.3,64,297,169,42574.19
0.83,2686,72.7,,830,1232,4924,5024,0,396,578,749,4108,1341,1029,7030,1862,816,2403,1524,83,497,792,685.3,25,213,194,39095.12
0.88,3145,53.4,,590,363,4363,3723,0,243,472,1186,3533,100,1019,7373,404,256,1261,2187,47,350,948,349.8,10,45,269,32290.83
0.92,3966,29.2,,429,156,3370,3049,0,157,369,1419,2675,0,989,7676,0,51,709,2584,31,202,1135,210.8,5,10,448,29669.70
0.96,4526,14.6,,323,207,3158,2685,0,122,263,1546,1923,0,1009,8723,0,0,305,2091,15,203,1148,165.1,5,0,575,29008.00
0,3746,4.8,,273,51,2931,2366,0,107,263,1721,1240,0,1009,8502,0,0,51,1351,10,154,821,149.9,5,0,744,25498.24
0.04,1862,0,,207,102,2866,2341,0,107,210,1989,862,0,1019,7527,0,0,0,905,20,104,585,149.4,5,0,806,21666.75
0.08,1372,4.9,,190,102,2922,2433,0,107,263,1751,692,0,1029,6535,0,0,0,803,36,157,500,144.7,10,0,634,19685.40
0.13,1616,4.9,,227,153,2968,2442,0,117,316,1274,681,0,1019,5521,0,0,0,1018,41,106,467,163.8,10,10,463,18618.84
0.17,2338,29.1,,192,204,3058,2633,0,127,422,1137,709,0,1009,4861,0,0,0,1181,42,106,524,163.2,15,30,422,19203.25
0.21,2333,43.8,,237,307,3154,2831,0,157,634,1144,975,0,1029,4250,0,0,0,1552,42,159,586,212.7,25,45,381,20096.38
0.25,3101,73.3,,320,613,3347,3291,0,221,952,1152,1347,0,1029,3942,0,51,357,1466,58,105,900,254.3,36,45,440,23099.72
0.29,4202,87.8,,483,818,3548,4395,0,392,1426,1253,2262,0,1039,3941,51,360,761,951,74,153,742,344,51,66,449,27846.95
0.33,2394,91.2,,727,1121,4412,5178,0,695,1573,1441,3288,151,1049,4088,904,666,1511,688,96,250,427,552.4,76,223,668,32269.59
0.38,1368,117.7,,725,1562,5054,5942,0,1190,1612,1449,3894,1092,1049,4537,2146,712,2093,583,94,444,249,757.1,99,284,854,37906.07
0.42,987,144.1,,822,2201,5552,6623,0,1490,1803,1076,4256,1862,1059,5384,3186,1002,2570,476,112,535,182,1006.9,120,308,468,43224.83
0.46,803,152.6,,875,2746,5746,6619,42,1608,1795,788,4780,2828,1039,6230,3979,1294,3249,368,135,677,167,1235.2,141,375,259,47930.80
0.5,730,96.8,,931,2137,5917,5593,129,1033,1322,547,4911,3708,1029,7470,4931,1439,3782,369,137,673,129,1147.8,98,422,167,48849.35
0.54,784,55.1,,708,638,5606,4445,0,606,1059,499,4311,2646,1039,7897,4204,988,2952,370,77,525,143,743,56,285,141,40776.57
0.58,808,50.4,,512,48,5175,3849,0,428,1005,404,3920,1065,1039,8372,2598,637,1870,367,37,381,162,538.3,41,146,142,33594.41
0.63,833,55.3,,460,0,4078,3684,0,388,1208,406,3796,427,1049,8953,1794,439,1424,416,28,335,162,439.4,41,91,116,30620.71
0.67,888,84,,540,190,4244,3939,0,524,1523,407,3738,186,1049,9487,1693,343,1472,520,38,336,257,440.1,74,114,126,32212.56
0.71,1097,104.4,,630,634,4356,4119,0,1188,1437,408,3807,139,1059,8720,1843,395,1929,571,62,387,238,491.9,56,139,127,33936.64
0.75,2047,193,,813,1305,4507,5383,0,1823,1556,557,4049,428,1049,7694,2545,903,2431,875,84,392,385,794.3,72,257,147,40289.99
0.79,3454,160.4,,1006,2190,4924,5607,0,1190,990,950,4552,2007,1029,7356,3896,1621,3624,544,108,592,586,1078.8,78,373,162,48078.69
0.83,2644,72.9,,901,1592,4859,3932,0,524,679,1497,4304,2429,1029,7357,3066,969,2796,44,83,594,771,761,35,253,302,41494.72
0.88,3166,38.9,,599,415,4623,2560,0,348,523,1997,3685,500,1039,7798,1009,358,1509,0,36,349,921,403.6,15,70,461,32423.17
0.92,3990,19.4,,508,208,4110,2045,0,232,419,2039,3157,0,1039,8497,101,51,909,149,26,201,1059,235.6,10,20,425,29449.79
0.96,4558,9.7,,382,103,3470,1781,0,162,315,2120,2410,0,1039,9852,0,0,457,198,21,202,1036,180.5,10,0,577,28884.34
0,3657,4.8,,321,153,3548,1675,0,138,210,2196,1759,0,1019,9397,0,0,153,50,26,102,672,134.2,0,0,702,25916.99
0.04,1936,0,,272,155,3328,1670,0,138,210,2320,1588,0,1039,8179,0,0,0,0,21,102,490,133.5,0,0,702,22283.63
0.08,1483,14.5,,276,205,3181,1665,0,133,263,2074,1421,0,1039,7387,0,0,0,0,27,154,382,148.6,5,10,422,20287.45
0.13,1767,14.5,,292,256,3329,1818,0,138,316,1830,1317,0,1059,6537,0,0,0,143,31,103,434,158.6,15,20,305,19882.94
0.17,2438,29,,264,258,3392,1872,0,143,317,1748,1371,0,1059,5831,0,0,0,1344,42,103,510,168.3,15,30,282,21216.87
0.21,2411,38.8,,357,360,3371,2161,0,202,633,1908,1524,0,1059,5071,0,0,0,1688,48,155,577,219.3,25,40,329,22175.74
0.25,3244,48.6,,369,720,3616,2814,0,404,1264,2013,2017,0,1049,4711,51,51,559,1883,59,101,836,259.5,35,56,415,26576.21
0.29,4174,72.6,,527,1129,4217,3988,0,853,1319,2170,3092,0,1079,4757,858,307,1162,1655,81,250,626,447.9,66,106,487,33424.27
0.33,2346,106.1,,744,1434,4835,4308,0,1184,1203,2420,3531,754,1079,4905,1959,410,1712,1102,103,398,356,588.7,81,263,744,36564.03
0.38,1361,143.8,,792,1725,5435,5131,0,1433,1451,2332,3731,843,1079,5300,2646,659,1796,850,90,394,216,740.1,99,264,683,39195.20
0.42,1025,195.3,,890,2105,5728,5812,0,1507,1798,1840,4116,1712,1089,6393,3638,1051,2272,902,124,485,172,921.9,115,279,324,44494.62
0.46,806,229.4,,956,2698,5807,5998,0,1513,1736,1391,4519,2531,1089,7586,4534,1545,2852,1014,131,626,168,1040.4,122,375,193,49460.05
0.5,737,176.5,,908,2243,5813,4535,0,942,1215,1147,4559,3064,1079,8134,4840,1492,3291,1228,128,574,120,883,88,381,137,47712.28
0.54,773,95.3,,730,740,5610,3390,0,578,1003,852,3927,1852,1069,8154,3810,840,2165,1858,86,380,158,523.1,51,262,147,39052.09
0.58,816,66.9,,516,146,4972,2885,0,442,1001,705,3703,573,1049,8475,2449,1082,1325,1672,42,330,168,357.1,37,96,127,33034.70
0.63,862,76.2,,486,96,4627,2879,0,398,1204,707,3570,140,1069,8951,1898,1338,980,1052,33,238,168,353.3,28,73,141,31366.60
0.67,915,95.8,,519,193,4729,3378,0,573,1466,709,3694,0,1069,9091,1745,1499,1179,736,38,239,235,380.2,42,73,132,32730.40
0.71,1133,115.9,,673,541,4844,3713,0,1303,1429,708,3909,92,1079,8078,2246,1865,1732,581,67,338,249,484.7,47,131,132,35491.93
0.75,2089,155.4,,721,1208,4823,4884,0,1880,1595,810,4066,620,1079,7299,2947,2381,2533,424,89,390,441,744.5,67,268,137,41650.21
0.79,3501,130.6,,902,2142,5189,5145,0,1179,985,960,4438,2155,1049,6958,4148,2846,3732,425,97,541,652,1018.4,83,407,202,48885.52
0.83,2682,67.1,,824,1286,5082,3467,0,553,675,1610,4177,2281,1039,7155,3218,2153,2654,372,78,495,750,738.3,30,237,379,42000.98
0.88,3182,38.2,,659,312,4625,2306,0,341,521,2369,3450,400,1049,7648,859,1597,1262,319,41,249,909,369.3,10,69,416,32999.59
0.92,3966,23.9,,508,156,3954,1794,0,257,470,2408,2889,0,1059,8544,51,1289,660,369,26,201,1084,236.4,5,10,504,30464.06
0.96,4540,14.3,,371,155,3422,1532,0,202,314,2592,2178,0,1059,10007,0,1187,255,423,16,152,1025,170,5,5,691,30315.29
0,3746,0,,352,153,3495,1426,0,168,262,2671,1588,0,1039,9508,0,1136,102,523,16,102,667,149.9,0,0,752,27854.85
0.04,2038,4.7,,262,205,3501,1415,0,128,263,2795,1382,0,1049,8090,0,1034,0,781,21,156,474,129.3,5,0,585,24316.20
0.08,1532,9.5,,301,154,3394,1452,0,128,316,2391,1311,0,1049,7094,0,1085,0,985,42,105,413,155.5,5,5,384,22310.87
0.13,1771,14.2,,293,154,3397,1541,0,123,212,2044,897,0,1069,6393,0,982,0,1046,37,106,444,159.9,15,25,259,20980.97
0.17,2423,28.4,,274,155,3358,1743,0,133,370,1953,850,0,1069,5682,0,1086,0,1236,42,106,465,192.4,10,40,290,21506.74
0.21,2354,38.1,,311,257,3488,1995,0,168,634,2010,905,0,1059,5072,0,1188,0,1531,48,159,652,197.4,31,50,396,22544.34
0.25,3220,52.7,,382,564,3668,2702,0,345,1212,2215,1525,0,1079,4715,102,1444,562,1736,53,105,895,275.4,41,55,425,27374.42
0.29,4283,81.6,,522,1130,4224,3832,0,775,1425,2109,2701,0,1089,4662,810,1750,1116,1355,80,154,687,429.2,57,106,557,33932.94
0.33,2416,105.3,,735,1488,4944,4159,0,580,1257,2204,3434,605,1089,4761,2011,1954,1666,904,108,353,404,575.5,77,279,780,36887.87
0.38,1409,109.3,,769,1831,5175,4986,0,0,1504,2021,3716,942,1099,5404,2951,2045,1951,753,90,445,279,695.7,90,270,470,39004.09
0.42,1010,140.3,,827,2316,5679,5859,0,0,1900,1380,4120,1712,1089,6547,3895,2430,2279,801,113,533,225,952.4,125,284,239,44457.30
0.46,802,167.3,,914,2454,5935,6007,0,0,1787,932,4506,2530,1059,7444,4691,2818,2910,1064,130,625,231,1086.6,118,381,163,48754.05
0.5,759,126,,873,1997,5941,4487,0,403,1212,590,4565,3212,1039,8040,5049,2761,3250,1333,118,573,178,917,88,372,117,47999.98
0.54,804,79.7,,665,646,5444,3443,0,1281,998,446,4016,1947,1039,8260,3968,2057,2222,1913,97,429,187,548.4,41,244,127,40901.78
0.58,834,65,,497,195,4635,2891,0,1438,994,399,3785,767,1029,8633,2710,1756,1382,1624,48,333,215,382.6,27,106,143,34889.32
0.63,827,74.7,,437,242,4671,2926,0,1499,1294,349,3738,328,1029,9114,2258,1556,985,1003,38,285,230,303.7,18,64,123,33393.03
0.67,904,99.7,,465,194,4689,3319,0,928,1453,350,3840,185,1029,9206,2153,1766,1279,688,39,239,269,360.7,37,78,128,33698.29
0.71,1142,124.4,,568,693,4777,3956,0,555,1411,400,4045,563,1029,8043,2604,2131,1884,530,69,385,312,525.2,47,159,133,36085.46
0.75,2052,173.8,,748,1263,4878,5209,0,408,1477,448,4260,1256,1019,7259,3408,2591,2784,425,90,436,460,737.3,81,278,169,41910.74
0.79,3457,155.1,,943,2041,5134,5287,0,427,870,640,4622,2599,969,6916,4514,3007,3782,372,113,585,679,1001.5,64,393,225,48794.57
0.83,2793,77.5,,752,877,5064,3416,0,671,616,828,4377,2626,959,7164,3231,2209,2653,371,72,538,771,736.2,20,243,474,41537.78
0.88,3224,43.5,,522,261,4484,2396,0,1506,463,1261,3838,850,949,7706,1216,1650,1312,319,30,296,963,386.2,5,65,451,34196.36
0.92,3916,23.9,,382,262,3746,1781,0,1969,362,1353,3468,0,959,8456,203,1343,608,424,25,249,1084,253.4,10,15,566,31457.84
0.96,4456,14.2,,301,209,3589,1419,0,1257,259,1536,3055,0,949,9718,0,1138,254,426,15,151,1083,181,0,0,709,30718.64
0,3744,0,,227,157,3256,1309,0,608,208,1662,2516,0,959,9018,0,1036,51,528,10,101,714,150.4,5,0,743,27002.86
0.04,1974,4.8,,215,259,3297,1359,0,433,209,1737,2076,0,959,7791,0,1037,0,792,26,152,509,145.4,5,0,504,23482.69
0.08,1474,4.8,,215,207,3407,1400,0,339,210,1313,1907,0,969,6943,0,1036,0,1052,36,101,440,151,5,0,361,21570.91
0.13,1854,14.5,,227,315,3117,1450,0,251,263,889,1566,0,949,6190,0,984,0,617,41,152,449,166.8,10,10,330,19844.47
0.17,2412,24.1,,202,467,3183,1595,0,207,316,750,1632,0,959,5634,0,1036,0,50,41,101,532,172.4,15,20,371,19719.16
0.21,2425,43.5,,271,519,3232,1842,0,167,631,798,1768,0,969,4972,0,1190,0,200,46,152,672,214.6,21,40,460,20633.25
0.25,3303,77.7,,315,828,3368,2549,0,158,1154,902,2253,0,989,4615,102,1447,563,0,56,203,930,277.3,41,50,438,24619.01
0.29,4151,77.4,,443,882,3795,3625,0,153,1312,1005,3437,152,979,4561,962,1650,1169,0,78,253,729,469.5,57,96,629,30664.82
0.33,2273,91.3,,642,1346,4679,3953,0,158,1354,1335,3891,1203,989,4757,1964,1956,1718,0,109,350,430,652.8,67,279,716,34913.37
0.38,1319,114.5,,683,1688,4783,5028,0,223,1497,1199,4015,1436,979,5305,2755,2150,1855,0,96,443,300,734.9,85,269,340,37297.40
0.42,977,150.9,,817,2015,5203,5799,0,415,1846,677,4205,1909,989,6249,3747,2184,2384,50,105,530,237,906.1,111,289,193,41989.51
0.46,820,155.3,,912,2200,5344,5940,0,822,1736,440,4601,2825,999,7293,4595,2824,3014,148,140,671,212,1066.3,128,372,153,47409.76
0.5,735,94.9,,942,1692,5354,4583,0,1054,1212,296,4563,3214,979,7842,4806,2868,3254,1349,115,623,213,947.7,85,383,133,47338.03
0.54,779,52,,696,296,4687,3594,0,1384,1000,300,4172,2240,979,8016,3870,2167,2322,1649,103,431,213,624,42,240,133,39989.81
0.58,819,42.6,,535,388,4444,3043,0,1516,1049,302,4052,1303,979,8440,2512,1662,1433,1752,44,381,207,438.2,47,97,133,35619.70
0.63,842,61.5,,415,0,3358,3072,0,1476,1205,303,3932,815,939,9021,1957,1559,1085,1367,38,285,226,356.1,28,73,129,32542.78
0.67,900,100.2,,463,96,3309,3390,0,958,1368,305,4033,620,939,9022,1901,1819,1383,912,48,286,250,403,38,87,139,32768.52
0.71,1132,144,,504,741,3561,3754,0,618,1383,306,4161,963,939,8154,2355,1983,1890,757,65,336,313,532.7,48,149,149,34934.69
0.75,1982,193.2,,748,1464,4387,5075,0,504,1554,305,4359,1610,979,7324,3057,2591,2590,854,97,438,444,809.1,68,292,190,41913.55
0.79,3494,164.4,,911,1936,4916,5018,0,521,992,550,4737,2700,959,6877,4413,3057,3782,1118,103,585,688,1073.9,60,403,317,49375.00
0.83,2814,67.8,,720,721,4842,3281,0,784,680,935,4430,2725,939,7068,3329,2257,2704,1386,67,537,785,668.5,10,224,466,42439.51
0.88,3346,38.6,,547,156,3682,2099,0,1494,524,1321,3901,900,939,7562,1315,1648,1364,1917,30,345,1000,377.7,5,75,486,35071.47
0.92,4097,24.1,,426,0,2896,1580,0,1958,367,1261,3416,101,939,8265,202,1342,660,1574,20,199,1177,238.8,0,15,568,31325.51
0.96,4610,14.3,,321,52,2523,1364,0,1138,315,1488,2924,0,909,9619,0,1084,356,898,15,150,1106,166.3,5,0,732,29790.35
0,3998,0,,269,0,2463,1365,0,559,263,1616,2548,0,919,9017,0,928,102,634,10,151,704,155.6,0,0,661,26361.73
0.04,2181,0,,240,104,2656,1361,0,347,210,1738,2292,0,919,7695,0,825,0,475,20,151,503,140.3,0,0,413,22270.88
0.08,1663,9.5,,229,0,2318,1346,0,267,210,1269,2089,0,919,6847,0,877,0,370,36,101,748,140.3,5,0,299,19741.91
0.13,2005,14.3,,213,155,2430,1388,0,218,262,938,1865,0,939,6298,0,875,0,425,36,101,440,156.3,10,15,293,19077.34
0.17,2644,28.7,,225,156,2643,1539,0,183,262,801,1751,0,949,5684,0,1079,0,372,47,152,493,187.5,5,40,393,19635.34
0.21,2525,43.2,,269,310,2789,1896,0,148,577,852,1943,0,959,5073,0,1132,0,372,42,152,728,224.3,15,45,414,20507.66
0.25,3326,81.9,,362,310,2887,2609,0,153,1153,954,2442,0,959,4661,453,1388,607,372,53,151,961,307.6,30,65,462,24748.98
0.29,4097,76.8,,468,772,3952,3828,0,154,1209,1056,3598,50,949,4554,1308,1695,1210,425,80,251,693,454.7,46,114,745,31784.73
0.33,2347,90.5,,665,1229,4664,4303,0,169,1357,1289,4071,1245,959,4800,2313,1849,1661,582,108,348,385,635.6,76,259,575,35979.95
0.38,1433,104.5,,668,1674,5046,5272,0,228,1657,1198,4350,1626,969,5396,2954,1993,1900,790,105,442,299,758,99,286,293,39542.50
0.42,1021,145.2,,781,2423,5338,6089,0,431,1856,773,4761,2501,839,6340,3949,2335,2335,1105,114,582,217,946,121,312,186,45500.77
0.46,849,145.7,,834,2729,5493,6245,0,784,1695,586,5254,3419,819,7136,4646,2673,3017,1134,137,727,226,1170.3,141,371,140,50371.83
0.5,758,84.8,,842,2640,5517,4839,0,996,1334,444,5270,3860,779,7785,4852,2876,3312,1316,136,629,203,988.3,120,409,135,50124.47
0.54,746,61.7,,650,922,5346,3641,0,1363,1072,399,4733,2945,789,7966,3867,2179,2229,1561,84,482,198,636.1,39,251,130,42288.43
0.58,782,47.5,,482,154,4696,3296,0,1541,977,302,4390,1618,749,8597,2661,1668,1487,1695,53,338,241,456,29,103,140,36502.26
0.63,830,66.7,,432,154,4246,3260,0,1571,1078,353,4346,1268,769,9181,2161,1571,1145,1350,43,290,233,377.4,24,73,140,34962.69
0.67,864,105.2,,443,357,4091,3634,0,1020,1392,354,4351,1025,799,9430,2110,1731,1447,955,43,292,261,430.3,43,91,145,35411.55
0.71,1136,149.4,,620,1071,4461,4190,0,581,1564,404,4419,1328,859,8411,2509,2088,2047,807,79,345,348,536.4,53,179,161,38345.12
0.75,1598,194.4,,753,1534,4974,5587,0,627,1684,552,4555,1723,929,7478,3358,2497,2845,905,97,492,460,901.7,88,319,222,44371.39
0.79,2725,146.1,,871,2048,5127,5674,0,670,1004,697,4820,2608,879,7190,4562,2808,3739,1065,109,590,695,1022.5,64,392,427,49931.91
0.83,3512,72.9,,735,879,5159,4068,0,938,793,1036,4575,2528,759,7445,3430,2158,2558,1383,68,442,864,660.5,15,224,463,44765.80
0.88,3914,38.8,,481,210,4217,2807,0,1585,688,1421,4146,900,739,8090,1215,1497,1265,1959,42,296,1110,360.6,0,60,545,37585.14
0.92,4809,19.4,,329,264,3433,2237,0,1891,477,1363,3892,101,739,8781,152,1190,660,1621,26,198,1237,227.8,0,10,665,34322.31
0.96,5796,9.7,,275,264,3224,1936,0,1068,372,1395,3657,0,739,9876,0,985,306,1001,15,100,1154,181.9,5,0,701,33061.21
0,5536,0,,241,211,3115,1827,0,536,372,1619,3224,0,739,9023,0,831,153,685,16,101,759,151.2,0,0,601,29739.34
0.04,3900,0,,211,210,3062,1869,0,348,266,2241,3177,0,739,7750,0,779,0,527,21,102,568,156.7,0,0,364,26290.11
0.08,2256,4.9,,226,156,3038,1862,0,263,266,1566,3155,0,739,6903,0,831,0,423,37,102,487,167,5,5,320,22812.38
0.13,2044,14.7,,233,207,2971,1964,0,208,320,1182,3146,0,739,6399,0,832,0,419,37,102,468,157.3,5,30,293,21770.70
0.17,2589,24.5,,227,207,3005,2112,0,178,373,1141,3173,0,739,5791,0,935,0,368,48,103,559,183.5,5,45,404,22209.11
0.21,2409,49,,247,361,3155,2465,0,143,635,1244,3284,0,739,5026,0,1088,52,368,42,103,719,216.1,15,40,370,22771.11
0.25,3295,78.7,,335,618,3401,3279,0,164,1163,1351,3579,0,809,4669,102,1294,717,365,53,154,939,284.7,26,70,546,27291.65
0.29,4232,78.2,,355,977,4161,4343,0,169,1327,1452,4112,254,869,4513,1161,1601,1271,364,75,256,752,468.9,56,104,697,33648.88
0.33,2415,86.1,,580,1439,4986,4817,0,174,1425,1495,4397,1453,899,4657,2264,1701,1822,571,102,354,437,648.4,72,285,449,37529.75
0.38,1478,118,,785,2095,5219,5790,0,259,1570,1396,4543,1733,929,5206,2904,1999,2006,783,128,448,268,810.9,85,302,252,41106.54
0.42,1078,154.8,,944,2591,5672,6507,0,522,1925,920,4742,2403,929,6348,3948,2339,2437,1095,179,585,184,1039.7,112,335,176,47163.91
0.46,911,154.1,,1101,2777,6037,6606,88,912,1867,634,5071,3167,989,7395,4693,2732,3070,1122,189,627,199,1239.3,129,393,150,52252.54
